taxonomy_id	name	rank	lineage	SRR13439799_diamond.diamond	SRR13439802_diamond.diamond	SRR13439790_diamond.diamond	SRR13439813_diamond.diamond
1114179	Pseudomonas phage tf	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Krylovvirus;Krylovvirus tf	0	0	0	1
164608	Novosphingobium sp. KA1	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. KA1	0	0	0	20
2609248	unclassified Actinomyces	no rank	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces	0	0	0	2
2023	Thermoactinomyces	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces	0	0	0	2
1807141	Chryseobacterium panacisoli	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium panacisoli	0	0	0	26
1141883	Massilia putida	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia putida	0	0	0	4
766	Rickettsiales	order	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales	0	0	0	1
2546366	Rippkaea orientalis	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Rippkaea;Rippkaea orientalis	0	0	0	1
2812896	Leptolyngbya sp. 7M	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae;Leptolyngbya;Leptolyngbya sp. 7M	0	0	0	9
2010329	Acidovorax phage ACP17	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Busanvirus;Busanvirus ACP17	0	0	0	4
1332188	Candidatus Saccharimonas aalborgensis	species	Bacteria;Bacteria candidate phyla;Candidatus Saccharibacteria;Candidatus Saccharimonadia;Candidatus Saccharimonadales;Candidatus Saccharimonadaceae;Candidatus Saccharimonas;Candidatus Saccharimonas aalborgensis	0	0	0	2
2654249	Mesorhizobium sp. NBSH29	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium sp. NBSH29	0	0	0	4
2571746	Trinickia violacea	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Trinickia;Trinickia violacea	0	0	0	6
1617283	Flavobacterium nitrogenifigens	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium nitrogenifigens	0	0	0	5
2900738	Sinomicrobium kalidii	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sinomicrobium;Sinomicrobium kalidii	0	0	0	1
1325114	Bradyrhizobium sp. CCBAU 53351	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. CCBAU 53351	0	0	0	5
2709302	Massilia sp. Dwa41.01b	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp. Dwa41.01b	0	0	0	3
2518644	Pseudomonas tructae	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas tructae	0	0	0	3
2072590	Pseudoduganella armeniaca	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella;Pseudoduganella armeniaca	0	0	0	1
192812	Qipengyuania flava	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania flava	0	0	0	5
1192162	Vogesella sp. LIG4	species	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Vogesella;Vogesella sp. LIG4	0	0	0	2
2528010	Lignipirellula cremea	species	Bacteria;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Lignipirellula;Lignipirellula cremea	0	0	0	4
76759	Pseudomonas monteilii	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas monteilii	0	0	0	17
2163605	Pseudomonas phage vB_PaeM_PA5oct	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Arenbergviridae;Wroclawvirus;Wroclawvirus PA5oct	0	0	0	2
1471399	Draconibacterium	genus	Bacteria;FCB group;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium	0	0	0	1
3039153	Bradyrhizobium sp. CB1650	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. CB1650	0	0	0	7
1609531	Chryseobacterium rhizoplanae	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium rhizoplanae	0	0	0	22
1114970	Pseudomonas ogarae	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas ogarae	0	0	0	1
2977321	Flavobacterium sp. TR2	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. TR2	0	0	0	2
1235591	Pseudorhodoplanes sinuspersici	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pseudorhodoplanes;Pseudorhodoplanes sinuspersici	0	0	0	18
1236000	Klebsiella phage JD001	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Jedunavirus;Jedunavirus JD001	0	0	0	5
2994078	Caproicibacterium sp. BJN0003	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacterium;Caproicibacterium sp. BJN0003	0	0	0	12
33936	Aeribacillus pallidus	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus	0	0	0	1
2026199	Paraburkholderia aromaticivorans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia aromaticivorans	0	0	0	2
39689	Mycobacterium gallinarum	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium gallinarum	0	0	0	1
340071	Criblamydia sequanensis	species	Bacteria;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Criblamydiaceae;Criblamydia;Criblamydia sequanensis	0	0	0	4
50338	Rhizobium sullae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium sullae	0	0	0	10
2930091	Sphingobium sp. AntQ-1	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. AntQ-1	0	0	0	2
137591	Weissella cibaria	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella cibaria	0	0	0	4
254247	Aquicella siphonis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella siphonis	0	0	0	3
558152	Chryseobacterium piperi	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium piperi	0	0	0	9
2511995	Pseudolysobacter antarcticus	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudolysobacter;Pseudolysobacter antarcticus	0	0	0	2
930802	Nonlabens marinus	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens;Nonlabens marinus	0	0	0	4
1279083	Pseudomonas phage PPpW-4	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Studiervirinae;Phutvirus;Phutvirus PPpW4	0	0	0	8
256616	Parvibaculum	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum	0	0	0	3
1325111	Bradyrhizobium sp. CCBAU 53338	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. CCBAU 53338	0	0	0	4
2602769	Flavobacterium alkalisoli	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium alkalisoli	0	0	0	3
3051137	Paracidovorax	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax	0	0	0	3
1769779	Microbulbifer aggregans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer aggregans	0	0	0	2
37487	Marichromatium purpuratum	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Marichromatium;Marichromatium purpuratum	0	0	0	2
2954102	Pseudomonas sp. FP833	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. FP833	0	0	0	1
2060973	Purpureocillium takamizusanense	species	Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Opisthokonta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Ophiocordycipitaceae;Purpureocillium;Purpureocillium takamizusanense	0	0	0	3
2618799	unclassified Minwuia	no rank	Bacteria;Pseudomonadota;Alphaproteobacteria;Minwuiales;Minwuiaceae;Minwuia	0	0	0	3
1107	Chloroflexus	genus	Bacteria;Terrabacteria group;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae;Chloroflexus	0	0	0	5
206506	Kerstersia gyiorum	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia;Kerstersia gyiorum	0	0	0	3
2048979	Pseudomonas phage uligo	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Colwellvirinae;Uliginvirus;Uliginvirus uligo	0	0	0	7
963	Herbaspirillum	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	0	0	0	1
81479	Rhodoferax antarcticus	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax antarcticus	0	0	0	1
2048976	Pseudomonas phage inbricus	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae;Rothmandenesvirinae;Inbricusvirus;Inbricusvirus inbricus	0	0	0	2
1979344	Flavobacterium sp. MDT1-60	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. MDT1-60	0	0	0	4
2738883	Candidatus Reidiella endopervernicosa	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Candidatus Reidiella;Candidatus Reidiella endopervernicosa	0	0	0	1
1076588	Thiolapillus brandeum	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Thiolapillus;Thiolapillus brandeum	0	0	0	2
138336	Blastococcus saxobsidens	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus saxobsidens	0	0	0	1
2933797	Blastococcus sp. PRF04-17	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. PRF04-17	0	0	0	2
2708539	Caulobacter soli	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter soli	0	0	0	4
2821406	Bradyrhizobium australafricanum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium australafricanum	0	0	0	4
461393	Actinomyces massiliensis	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces massiliensis	0	0	0	2
379684	Allorhizobium pseudoryzae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium;Allorhizobium pseudoryzae	0	0	0	3
232259	Belliella baltica	species	Bacteria;FCB group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella;Belliella baltica	0	0	0	2
343	Xanthomonas translucens	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas translucens	0	0	0	14
565	Atlantibacter hermannii	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter;Atlantibacter hermannii	0	0	0	1
2041385	Rhizobium tumorigenes	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium tumorigenes	0	0	0	5
2185142	Altererythrobacter sp. ZODW24	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter sp. ZODW24	0	0	0	2
1703	Brevibacterium linens	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium linens	0	0	0	1
55968	Leucobacter	genus	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter	0	0	0	1
75906	Thermocrinis ruber	species	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis ruber	0	0	0	1
1882682	Microvirga ossetica	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga;Microvirga ossetica	0	0	0	5
145971	Colletotrichum lupini	species	Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Opisthokonta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum lupini	0	0	0	3
2729423	Pseudomonas sp. SK	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. SK	0	0	0	4
2055955	Tsuneonella flava	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella;Tsuneonella flava	0	0	0	2
117567	Mycolicibacterium frederiksbergense	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium frederiksbergense	0	0	0	10
157782	Pseudomonas parafulva	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas parafulva	0	0	0	6
2842519	Twarogvirinae	subfamily	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae;Twarogvirinae	0	0	0	2
2619593	unclassified Jeongeupia	no rank	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Jeongeupia	0	0	0	4
239759	Alistipes	genus	Bacteria;FCB group;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	0	0	0	3
2949635	Xiashengella succiniciproducens	species	Bacteria;FCB group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Xiashengella;Xiashengella succiniciproducens	0	0	0	4
76123	Hoylesella enoeca	species	Bacteria;FCB group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella enoeca	0	0	0	2
481146	Acetobacter ascendens	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	0	0	0	3
748197	Hymenobacter yonginensis	species	Bacteria;FCB group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter yonginensis	0	0	0	3
1852628	Morganella phage vB_MmoM_MP1	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae;Gualtarvirus;Gualtarvirus mp1	0	0	0	6
3020899	Candidatus Nitrospira neomarina	species	Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Candidatus Nitrospira neomarina	0	0	0	1
53412	Pseudomonas resinovorans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas resinovorans	0	0	0	3
48461	Verrucomicrobiales	order	Bacteria;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales	0	0	0	1
1325724	Brevundimonas vancanneytii	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas vancanneytii	0	0	0	9
2886899	Burkholderia phage BcepMigl	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Lessievirus;Lessievirus bcepmigl	0	0	0	1
434008	Variovorax sp. PBS-H4	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp. PBS-H4	0	0	0	4
3039154	Bradyrhizobium sp. CB1717	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. CB1717	0	0	0	2
171523	Lacticaseibacillus pantheris	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus pantheris	0	0	0	1
2732012	Ermolyevavirinae	subfamily	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae;Ermolyevavirinae	0	0	0	2
222819	[Phormidium] sp. ETS-05	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Koinonema;[Phormidium] sp. ETS-05	0	0	0	5
129337	Geobacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Geobacillus	0	0	0	2
3044187	Nocardioides sp. QY071	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. QY071	0	0	0	2
2929803	Mucilaginibacter sp. SMC90	species	Bacteria;FCB group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. SMC90	0	0	0	8
487316	Acinetobacter soli	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter soli	0	0	0	5
3031330	Rhodanobacter sp. AS-Z3	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter sp. AS-Z3	0	0	0	1
420952	Paraburkholderia bryophila	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia bryophila	0	0	0	10
2939415	Stenotrophomonas sp. NY11291	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas sp. NY11291	0	0	0	3
3044648	Megamimivirinae	subfamily	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;Megamimivirinae	0	0	0	5
2004646	Acinetobacter sp. WCHA55	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. WCHA55	0	0	0	2
2602015	Hypericibacter terrae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter;Hypericibacter terrae	0	0	0	7
9	Buchnera aphidicola	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola	0	0	0	3
249402	Cardinium endosymbiont of Encarsia pergandiella	species	Bacteria;FCB group;Bacteroidota;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Cardinium;Cardinium endosymbiont of Encarsia pergandiella	0	0	0	1
724	Haemophilus	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	0	0	0	18
317	Pseudomonas syringae	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas syringae group genomosp. 1;Pseudomonas syringae	0	0	0	2
1813468	Sphingomonas naphthae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas naphthae	0	0	0	15
95301	Pseudomonas multiresinivorans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas nitroreducens/multiresinivorans group;Pseudomonas multiresinivorans	0	0	0	11
1162	Nostocaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae	0	0	0	3
328692	Deinococcus aquaticus	species	Bacteria;Terrabacteria group;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus aquaticus	0	0	0	2
2856519	Flavobacterium litorale	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium litorale	0	0	0	2
1526658	Bosea vaviloviae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea vaviloviae	0	0	0	6
2844358	Radiobacillus kanasensis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Radiobacillus;Radiobacillus kanasensis	0	0	0	4
1458859	Shewanella sp. phage 1/4	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Shewanella sp. phage 1/4	0	0	0	2
2852098	Kaistella faecalis	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella;Kaistella faecalis	0	0	0	2
4930	Saccharomyces	genus	Eukaryota;Fungi;Dikarya;Ascomycota;Opisthokonta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	0	0	0	2
2908645	Kaistella sp. 97-N-M2	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella;Kaistella sp. 97-N-M2	0	0	0	4
1836467	Maribacter hydrothermalis	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;Maribacter hydrothermalis	0	0	0	2
2681552	Variovorax sp. RKNM96	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp. RKNM96	0	0	0	6
2738844	Polaribacter pectinis	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter pectinis	0	0	0	2
181084	Prasinovirus	genus	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Prasinovirus	0	0	0	1
1632866	Alkalimarinus sediminis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alkalimarinus;Alkalimarinus sediminis	0	0	0	1
2698673	Novosphingobium decolorationis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium decolorationis	0	0	0	5
2835041	Bdellovibrio reynosensis	species	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio;Bdellovibrio reynosensis	0	0	0	12
1267766	Croceibacterium atlanticum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceibacterium;Croceibacterium atlanticum	0	0	0	4
2742145	Oricola thermophila	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ahrensiaceae;Oricola;Oricola thermophila	0	0	0	4
754046	Sulfitobacter phage phiCB2047-B	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae;Rhodovirinae;Raunefjordenvirus;Raunefjordenvirus CB2047B	0	0	0	1
639200	Sphaerotilus sulfidivorans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Sphaerotilus;Sphaerotilus sulfidivorans	0	0	0	6
1136231	Candida orthopsilosis Co 90-125	strain	Eukaryota;Fungi;Dikarya;Ascomycota;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Opisthokonta;Candida;Candida orthopsilosis;Candida orthopsilosis Co 90-125	0	0	0	3
3049774	Devosia sp. RR2S18	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia sp. RR2S18	0	0	0	1
28188	Capnocytophaga canimorsus	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga canimorsus	0	0	0	8
669359	Geminocystis herdmanii	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae;Geminocystis;Geminocystis herdmanii	0	0	0	1
2859656	Stenotrophomonas phage Piffle	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae;Pokkenvirus;Pokkenvirus piffle	0	0	0	9
263913	uncultured Erythrobacter sp.	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;uncultured Erythrobacter sp.	0	0	0	14
158327	Hahella chejuensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;Hahella chejuensis	0	0	0	1
86661	Bacillus cereus group	species group	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group	0	0	0	4
2675225	Novosphingobium sp. Gsoil 351	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. Gsoil 351	0	0	0	1
83676	Nocardiopsaceae	family	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae	0	0	0	5
2715678	Sulfurimicrobium lacus	species	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfurimicrobium;Sulfurimicrobium lacus	0	0	0	2
80880	Hylemonella gracilis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hylemonella;Hylemonella gracilis	0	0	0	6
