readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
SRR13439799.8971	NC_000008.11	9606	169	0	28	1247	1
SRR13439799.8990	NC_000013.11	9606	100	0	25	1001	1
SRR13439799.8992	unclassified	0	0	0	0	1076	1
SRR13439799.9050	NC_000009.12	9606	64	0	23	1478	1
SRR13439799.9004	unclassified	0	0	0	0	1368	1
SRR13439799.9069	unclassified	0	0	0	0	1245	1
SRR13439799.8985	unclassified	0	0	0	0	1811	1
SRR13439799.9055	cid|129338	129338	64	64	23	1127	2
SRR13439799.9055	NC_000007.14	9606	64	64	23	1127	2
SRR13439799.9038	unclassified	0	0	0	0	2071	1
SRR13439799.9071	species	9606	64	0	23	1223	1
SRR13439799.8994	NC_000012.12	9606	64	0	23	1652	1
SRR13439799.9030	unclassified	0	0	0	0	1240	1
SRR13439799.9287	NC_000012.12	9606	81	64	24	1576	1
SRR13439799.9225	NC_000014.9	9606	64	0	23	1100	1
SRR13439799.9213	NC_000004.12	9606	225	196	30	1030	1
SRR13439799.9185	NC_000003.12	9606	100	0	25	1408	1
SRR13439799.9311	NC_000023.11	9606	196	196	29	1259	2
SRR13439799.9311	NC_000009.12	9606	196	196	29	1259	2
SRR13439799.9278	unclassified	0	0	0	0	1404	1
SRR13439799.9301	NC_000008.11	9606	100	100	25	1189	2
SRR13439799.9301	NC_000003.12	9606	100	100	25	1189	2
SRR13439799.9306	NC_000004.12	9606	121	0	26	1233	1
SRR13439799.9211	unclassified	0	0	0	0	1109	1
SRR13439799.9204	NC_000002.12	9606	144	144	27	1502	2
SRR13439799.9204	NC_000005.10	9606	144	144	27	1502	2
SRR13439799.9321	unclassified	0	0	0	0	1075	1
SRR13439799.9337	unclassified	0	0	0	0	1219	1
SRR13439799.9362	unclassified	0	0	0	0	1001	1
SRR13439799.9317	NC_000010.11	9606	121	64	26	1451	1
SRR13439799.9343	NC_000014.9	9606	100	0	25	1134	1
SRR13439799.9384	unclassified	0	0	0	0	1001	1
SRR13439799.9367	NC_000007.14	9606	81	64	24	1059	1
SRR13439799.9314	NC_000023.11	9606	121	0	26	1915	1
SRR13439799.9339	NC_000007.14	9606	100	64	25	1349	1
SRR13439799.9387	NC_000007.14	9606	121	121	26	1105	2
SRR13439799.9387	NC_000004.12	9606	121	121	26	1105	2
SRR13439799.9388	unclassified	0	0	0	0	1249	1
SRR13439799.9385	NC_000002.12	9606	441	100	36	1792	1
SRR13439799.9405	NC_000004.12	9606	296	0	54	1265	1
SRR13439799.9406	cid|446	446	64	0	23	1486	1
SRR13439799.9456	NC_000009.12	9606	81	0	24	1204	1
SRR13439799.9493	unclassified	0	0	0	0	1233	1
SRR13439799.9536	unclassified	0	0	0	0	1079	1
SRR13439799.9441	unclassified	0	0	0	0	1402	1
SRR13439799.9412	unclassified	0	0	0	0	1706	1
SRR13439799.9457	NC_000015.10	9606	400	256	58	1512	1
SRR13439799.9497	NC_000009.12	9606	596	0	64	1987	1
SRR13439799.9428	NC_000005.10	9606	64	64	23	1925	2
SRR13439799.9428	NC_000018.10	9606	64	64	23	1925	2
SRR13439799.9459	unclassified	0	0	0	0	1101	1
SRR13439799.9517	NC_000008.11	9606	64	64	23	1016	5
SRR13439799.9517	NC_000003.12	9606	64	64	23	1016	5
SRR13439799.9517	NC_000006.12	9606	64	64	23	1016	5
SRR13439799.9517	NC_000001.11	9606	64	64	23	1016	5
SRR13439799.9517	NC_000012.12	9606	64	64	23	1016	5
SRR13439799.9556	unclassified	0	0	0	0	1191	1
SRR13439799.9603	NC_000023.11	9606	289	225	53	1294	1
SRR13439799.9177	NC_000021.9	9606	64	0	23	1006	1
SRR13439799.9656	NC_000017.11	9606	144	0	27	1162	1
SRR13439799.9633	NC_000008.11	9606	144	64	27	1504	1
SRR13439799.9625	NC_000011.10	9606	144	144	27	1227	2
SRR13439799.9625	NC_000019.10	9606	144	144	27	1227	2
SRR13439799.9647	unclassified	0	0	0	0	1329	1
SRR13439799.9629	unclassified	0	0	0	0	1613	1
SRR13439799.9659	unclassified	0	0	0	0	1301	1
SRR13439799.9680	NC_000008.11	9606	64	64	23	3133	2
SRR13439799.9680	NC_000013.11	9606	64	64	23	3133	2
SRR13439799.9611	NC_000008.11	9606	289	256	32	1234	1
SRR13439799.9685	NC_000002.12	9606	64	0	23	1116	1
SRR13439799.9736	NC_000010.11	9606	8649	1521	108	1079	1
SRR13439799.9739	NC_000004.12	9606	64	0	23	1316	1
SRR13439799.9786	unclassified	0	0	0	0	1011	1
SRR13439799.9734	NC_000006.12	9606	81	64	24	1139	1
SRR13439799.9719	NC_000010.11	9606	324	64	33	1090	1
SRR13439799.9792	NC_000008.11	9606	169	169	28	1598	2
SRR13439799.9792	NC_000010.11	9606	169	169	28	1598	2
SRR13439799.9718	unclassified	0	0	0	0	1335	1
SRR13439799.9766	unclassified	0	0	0	0	1138	1
SRR13439799.9773	NC_000023.11	9606	64	64	23	1108	2
SRR13439799.9773	NC_000001.11	9606	64	64	23	1108	2
SRR13439799.9592	unclassified	0	0	0	0	2123	1
SRR13439799.9797	unclassified	0	0	0	0	1040	1
SRR13439799.9817	unclassified	0	0	0	0	1014	1
SRR13439799.9813	NC_000016.10	9606	64	0	23	1288	1
SRR13439799.9827	unclassified	0	0	0	0	1050	1
SRR13439799.9849	unclassified	0	0	0	0	1114	1
SRR13439799.9872	unclassified	0	0	0	0	1124	1
SRR13439799.9996	NC_000006.12	9606	100	0	25	1023	1
SRR13439799.9917	NC_000002.12	9606	100	0	25	1008	1
SRR13439799.9630	unclassified	0	0	0	0	1263	1
SRR13439799.9966	NC_000004.12	9606	289	144	32	1176	1
SRR13439799.9991	unclassified	0	0	0	0	1206	1
SRR13439799.9880	NC_000019.10	9606	81	0	24	1809	1
SRR13439799.10034	unclassified	0	0	0	0	1342	1
SRR13439799.10037	unclassified	0	0	0	0	1004	1
SRR13439799.9873	unclassified	0	0	0	0	1185	1
SRR13439799.9885	unclassified	0	0	0	0	1148	1
SRR13439799.10058	unclassified	0	0	0	0	1162	1
SRR13439799.10050	NC_000023.11	9606	81	0	24	1336	1
SRR13439799.10066	NC_000009.12	9606	841	169	44	1091	1
SRR13439799.10068	NC_000003.12	9606	144	0	27	1000	1
SRR13439799.10069	NC_000013.11	9606	64	64	23	1129	2
SRR13439799.10069	NC_000010.11	9606	64	64	23	1129	2
SRR13439799.10103	unclassified	0	0	0	0	1081	1
SRR13439799.10116	unclassified	0	0	0	0	1234	1
SRR13439799.10093	unclassified	0	0	0	0	1430	1
SRR13439799.10160	NC_000008.11	9606	81	0	24	1322	1
SRR13439799.10182	NC_000007.14	9606	144	0	27	1891	1
SRR13439799.10197	NC_000010.11	9606	196	81	29	1418	1
SRR13439799.10121	NC_000010.11	9606	810	0	66	1336	1
SRR13439799.10141	cid|1131707	1131707	81	0	24	1555	1
SRR13439799.10184	species	9606	121	0	26	1602	1
SRR13439799.10140	NC_000016.10	9606	81	0	24	1399	1
SRR13439799.9823	NC_000003.12	9606	196	144	29	1560	1
SRR13439799.10159	cid|271098	271098	64	0	23	3033	1
SRR13439799.10126	species	9606	529	0	38	1235	1
SRR13439799.10191	unclassified	0	0	0	0	1558	1
SRR13439799.10204	NC_000001.11	9606	529	81	38	1028	1
SRR13439799.10211	NC_000002.12	9606	100	0	25	1004	1
SRR13439799.10230	unclassified	0	0	0	0	1270	1
SRR13439799.10232	unclassified	0	0	0	0	1232	1
SRR13439799.10284	NC_000007.14	9606	289	0	32	1017	1
SRR13439799.10294	unclassified	0	0	0	0	1091	1
SRR13439799.10289	NC_000006.12	9606	1427	1225	100	1032	1
SRR13439799.10323	unclassified	0	0	0	0	1134	1
SRR13439799.10324	NC_000014.9	9606	64	0	23	1065	1
SRR13439799.10347	NC_000006.12	9606	100	0	25	1002	1
SRR13439799.10340	unclassified	0	0	0	0	1213	1
SRR13439799.10305	unclassified	0	0	0	0	1877	1
SRR13439799.10396	NC_000004.12	9606	400	0	35	1097	1
SRR13439799.10363	unclassified	0	0	0	0	1807	1
SRR13439799.10377	NC_000004.12	9606	81	64	24	1274	1
SRR13439799.10402	NC_000005.10	9606	306	225	54	1404	1
SRR13439799.10470	NC_000009.12	9606	81	0	24	1326	1
SRR13439799.10389	species	9606	121	0	26	1437	1
SRR13439799.10465	NC_000005.10	9606	100	0	25	1183	1
SRR13439799.10445	unclassified	0	0	0	0	1125	1
SRR13439799.10433	NC_000003.12	9606	100	0	25	1241	1
SRR13439799.10490	NC_000004.12	9606	81	81	24	1452	3
SRR13439799.10490	NC_000015.10	9606	81	81	24	1452	3
SRR13439799.10490	NC_000007.14	9606	81	81	24	1452	3
SRR13439799.10408	NC_000007.14	9606	121	121	26	1384	2
SRR13439799.10408	NC_000023.11	9606	121	121	26	1384	2
SRR13439799.10403	NC_000023.11	9606	256	0	31	1261	1
SRR13439799.10451	NC_000002.12	9606	400	169	58	2405	1
SRR13439799.10379	NC_000016.10	9606	484	0	37	1395	1
SRR13439799.10508	NC_000006.12	9606	196	196	29	1033	2
SRR13439799.10508	NC_000001.11	9606	196	196	29	1033	2
SRR13439799.10523	NC_000014.9	9606	400	0	35	1064	1
SRR13439799.10580	unclassified	0	0	0	0	1382	1
SRR13439799.10533	species	9606	64	0	23	1040	1
SRR13439799.10622	NC_000012.12	9606	100	64	25	1486	1
SRR13439799.10550	unclassified	0	0	0	0	1003	1
SRR13439799.10520	NC_000019.10	9606	1600	0	55	1169	1
SRR13439799.10644	unclassified	0	0	0	0	1191	1
SRR13439799.10546	NC_000003.12	9606	325	121	55	1143	1
SRR13439799.10541	unclassified	0	0	0	0	1093	1
SRR13439799.10583	unclassified	0	0	0	0	1485	1
SRR13439799.10565	unclassified	0	0	0	0	1662	1
SRR13439799.10653	NC_000001.11	9606	225	225	30	1055	2
SRR13439799.10653	NC_000022.11	9606	225	225	30	1055	2
SRR13439799.10661	unclassified	0	0	0	0	1181	1
SRR13439799.10732	unclassified	0	0	0	0	1314	1
SRR13439799.10651	NC_000001.11	9606	1089	1089	48	1382	4
SRR13439799.10651	NC_000012.12	9606	1089	1089	48	1382	4
SRR13439799.10651	NC_000023.11	9606	1089	1089	48	1382	4
SRR13439799.10651	NC_000007.14	9606	1089	1089	48	1382	4
SRR13439799.10664	NC_000002.12	9606	370	289	56	1348	1
SRR13439799.10807	NC_002022.1	211044	1786	0	169	1193	1
SRR13439799.10817	unclassified	0	0	0	0	1459	1
SRR13439799.10922	NC_000002.12	9606	81	64	24	1713	1
SRR13439799.10889	NC_000008.11	9606	169	81	28	1611	1
SRR13439799.10902	unclassified	0	0	0	0	1236	1
SRR13439799.10940	unclassified	0	0	0	0	1368	1
SRR13439799.10856	unclassified	0	0	0	0	1555	1
SRR13439799.10910	species	9606	144	0	27	1260	1
SRR13439799.10965	unclassified	0	0	0	0	1015	1
SRR13439799.10890	unclassified	0	0	0	0	1429	1
SRR13439799.10885	unclassified	0	0	0	0	1077	1
SRR13439799.10764	NC_000012.12	9606	776	256	66	1027	1
SRR13439799.10981	NC_000009.12	9606	121	100	26	1006	1
SRR13439799.11087	NC_000006.12	9606	81	0	24	1132	1
SRR13439799.11067	NC_000017.11	9606	121	81	26	1513	1
SRR13439799.10967	unclassified	0	0	0	0	1123	1
SRR13439799.11036	NC_000003.12	9606	900	346	45	1253	1
SRR13439799.10994	unclassified	0	0	0	0	1646	1
SRR13439799.11029	unclassified	0	0	0	0	1171	1
SRR13439799.10983	NC_000023.11	9606	121	0	26	1580	1
SRR13439799.10969	unclassified	0	0	0	0	3645	1
SRR13439799.10985	NC_000003.12	9606	121	0	26	1141	1
SRR13439799.11100	unclassified	0	0	0	0	1101	1
SRR13439799.11059	NC_000002.12	9606	121	121	26	1428	3
SRR13439799.11059	NC_000018.10	9606	121	121	26	1428	3
SRR13439799.11059	NC_000017.11	9606	121	121	26	1428	3
SRR13439799.11136	unclassified	0	0	0	0	1067	1
SRR13439799.11122	NC_000005.10	9606	64	0	23	1487	1
SRR13439799.11141	NC_000014.9	9606	64	64	23	1252	2
SRR13439799.11141	NT_187601.1	9606	64	64	23	1252	2
SRR13439799.11103	unclassified	0	0	0	0	1872	1
SRR13439799.11214	unclassified	0	0	0	0	1318	1
SRR13439799.11205	NC_000007.14	9606	121	0	26	1385	1
SRR13439799.11327	unclassified	0	0	0	0	1232	1
SRR13439799.11237	NC_000006.12	9606	244	0	52	1086	1
SRR13439799.11189	NC_000005.10	9606	121	100	26	1701	1
SRR13439799.11342	unclassified	0	0	0	0	1073	1
SRR13439799.11312	NC_000007.14	9606	1521	144	54	1765	1
SRR13439799.11232	NC_000006.12	9606	121	0	26	1375	1
SRR13439799.11278	NC_000006.12	9606	64	0	23	1665	1
SRR13439799.11311	unclassified	0	0	0	0	1095	1
SRR13439799.11305	unclassified	0	0	0	0	1272	1
SRR13439799.11364	unclassified	0	0	0	0	1328	1
SRR13439799.11257	NC_000007.14	9606	256	64	31	1613	1
SRR13439799.11377	unclassified	0	0	0	0	1097	1
SRR13439799.11370	unclassified	0	0	0	0	1320	1
SRR13439799.11383	NC_000002.12	9606	64	0	23	1159	1
SRR13439799.11369	unclassified	0	0	0	0	1855	1
SRR13439799.11400	unclassified	0	0	0	0	1230	1
SRR13439799.11442	unclassified	0	0	0	0	1081	1
SRR13439799.11424	NC_000003.12	9606	400	0	35	1022	1
SRR13439799.11392	NC_000011.10	9606	196	196	29	1228	2
SRR13439799.11392	NC_000002.12	9606	196	196	29	1228	2
SRR13439799.11443	NC_000018.10	9606	961	169	46	1134	1
SRR13439799.11450	unclassified	0	0	0	0	1353	1
SRR13439799.11554	unclassified	0	0	0	0	1305	1
SRR13439799.11562	NC_000015.10	9606	1296	144	51	1118	1
SRR13439799.11538	unclassified	0	0	0	0	1243	1
SRR13439799.11464	unclassified	0	0	0	0	1882	1
SRR13439799.11499	unclassified	0	0	0	0	1186	1
SRR13439799.11452	NC_000006.12	9606	81	64	24	1145	1
SRR13439799.11544	unclassified	0	0	0	0	1262	1
SRR13439799.11522	unclassified	0	0	0	0	1078	1
SRR13439799.11567	unclassified	0	0	0	0	1655	1
SRR13439799.11421	NC_000006.12	9606	81	0	24	1635	1
SRR13439799.11568	NC_000005.10	9606	225	0	30	1250	1
SRR13439799.11604	unclassified	0	0	0	0	1166	1
SRR13439799.11640	unclassified	0	0	0	0	1181	1
SRR13439799.11677	unclassified	0	0	0	0	1171	1
SRR13439799.11656	unclassified	0	0	0	0	1309	1
SRR13439799.11685	NC_000015.10	9606	441	441	36	1047	5
SRR13439799.11685	NC_000013.11	9606	441	441	36	1047	5
SRR13439799.11685	NC_000004.12	9606	441	441	36	1047	5
SRR13439799.11685	NC_000017.11	9606	441	441	36	1047	5
SRR13439799.11685	NC_000012.12	9606	441	441	36	1047	5
SRR13439799.11581	unclassified	0	0	0	0	2034	1
SRR13439799.11689	NC_000002.12	9606	169	0	28	1218	1
SRR13439799.11742	cid|1731	1731	64	0	23	1219	1
SRR13439799.11687	species	9606	100	0	25	1704	1
SRR13439799.11770	unclassified	0	0	0	0	1042	1
SRR13439799.11753	unclassified	0	0	0	0	1220	1
SRR13439799.11760	NC_000004.12	9606	625	0	40	1071	1
SRR13439799.11749	NC_000010.11	9606	64	0	23	1564	1
SRR13439799.11786	unclassified	0	0	0	0	1118	1
SRR13439799.11830	unclassified	0	0	0	0	1037	1
SRR13439799.11840	NC_000009.12	9606	121	0	26	1092	1
SRR13439799.11828	NC_000001.11	9606	81	0	24	1962	1
SRR13439799.11780	cid|326320	326320	81	64	24	1185	1
SRR13439799.11733	NC_000003.12	9606	81	64	24	2695	1
SRR13439799.11856	NC_000023.11	9606	81	0	24	1459	1
SRR13439799.11705	NC_000001.11	9606	289	289	32	3348	2
SRR13439799.11705	NC_000013.11	9606	289	289	32	3348	2
SRR13439799.11814	unclassified	0	0	0	0	1100	1
SRR13439799.11874	NC_000008.11	9606	81	64	24	1174	1
SRR13439799.11879	NC_000006.12	9606	81	0	24	1062	1
SRR13439799.11882	NC_000003.12	9606	81	0	24	1382	1
SRR13439799.11891	NC_000006.12	9606	3249	3249	72	1141	2
SRR13439799.11891	NC_000019.10	9606	3249	3249	72	1141	2
SRR13439799.11941	unclassified	0	0	0	0	1027	1
SRR13439799.11912	unclassified	0	0	0	0	1315	1
SRR13439799.11898	cid|1158459	1158459	64	0	23	1469	1
SRR13439799.11979	unclassified	0	0	0	0	1005	1
SRR13439799.11929	NC_000012.12	9606	256	0	31	1134	1
SRR13439799.11948	unclassified	0	0	0	0	1251	1
SRR13439799.12071	unclassified	0	0	0	0	1060	1
SRR13439799.11887	cid|1221500	1221500	121	0	26	2071	1
SRR13439799.12139	NC_000014.9	9606	64	0	23	1206	1
SRR13439799.12263	unclassified	0	0	0	0	1078	1
SRR13439799.12123	unclassified	0	0	0	0	1103	1
SRR13439799.12156	cid|44742	44742	64	0	23	1140	1
SRR13439799.12185	unclassified	0	0	0	0	1911	1
SRR13439799.12097	NC_000018.10	9606	81	81	24	1090	4
SRR13439799.12097	NC_000010.11	9606	81	81	24	1090	4
SRR13439799.12097	NC_000006.12	9606	81	81	24	1090	4
SRR13439799.12097	NC_000007.14	9606	81	81	24	1090	4
SRR13439799.12164	unclassified	0	0	0	0	1185	1
SRR13439799.12186	NC_000006.12	9606	64	64	23	1044	2
SRR13439799.12186	NC_000001.11	9606	64	64	23	1044	2
SRR13439799.12235	unclassified	0	0	0	0	1209	1
SRR13439799.12270	NC_000006.12	9606	64	64	23	1013	4
SRR13439799.12270	NC_000002.12	9606	64	64	23	1013	4
SRR13439799.12270	NC_000003.12	9606	64	64	23	1013	4
SRR13439799.12270	NC_000009.12	9606	64	64	23	1013	4
SRR13439799.12306	unclassified	0	0	0	0	1089	1
SRR13439799.12409	NC_000001.11	9606	256	0	31	1172	1
SRR13439799.12331	unclassified	0	0	0	0	1086	1
SRR13439799.12316	unclassified	0	0	0	0	1278	1
SRR13439799.12365	unclassified	0	0	0	0	1060	1
SRR13439799.12371	NC_000001.11	9606	625	0	40	1187	1
SRR13439799.12414	cid|119864	119864	64	0	23	1461	1
SRR13439799.12332	NC_000003.12	9606	221	0	51	1632	1
SRR13439799.12420	NC_000010.11	9606	64	64	23	1190	3
SRR13439799.12420	NC_000002.12	9606	64	64	23	1190	3
SRR13439799.12420	NC_000011.10	9606	64	64	23	1190	3
SRR13439799.12408	NC_000023.11	9606	1109	0	77	1439	1
SRR13439799.12395	NC_000011.10	9606	169	0	28	1295	1
SRR13439799.12415	unclassified	0	0	0	0	1337	1
SRR13439799.12424	unclassified	0	0	0	0	1032	1
SRR13439799.12463	NC_000016.10	9606	100	0	25	1055	1
SRR13439799.12525	Dicistronic_cloning_vector_pXL-Id,_complete_sequence.	32630	10970	10970	178	1002	2
SRR13439799.12525	Dicistronic_cloning_vector_pXLJ_Con,_complete_sequence.	32630	10970	10970	178	1002	2
SRR13439799.12527	unclassified	0	0	0	0	1017	1
SRR13439799.12547	unclassified	0	0	0	0	1167	1
SRR13439799.12573	unclassified	0	0	0	0	1003	1
SRR13439799.12582	unclassified	0	0	0	0	1108	1
SRR13439799.12586	unclassified	0	0	0	0	1025	1
SRR13439799.12556	NC_000018.10	9606	784	361	43	1414	1
SRR13439799.12624	unclassified	0	0	0	0	1113	1
SRR13439799.12601	unclassified	0	0	0	0	1438	1
SRR13439799.12629	unclassified	0	0	0	0	1376	1
SRR13439799.12674	NC_000002.12	9606	225	0	30	1119	1
SRR13439799.12643	NC_000009.12	9606	64	0	23	1749	1
SRR13439799.12589	NC_000014.9	9606	529	484	38	1908	1
SRR13439799.12621	NC_000002.12	9606	164	100	48	1703	1
SRR13439799.12684	unclassified	0	0	0	0	1010	1
SRR13439799.12568	NC_000022.11	9606	64	64	23	1390	2
SRR13439799.12568	NC_000004.12	9606	64	64	23	1390	2
SRR13439799.12672	NC_000003.12	9606	484	484	37	1247	3
SRR13439799.12672	NC_000011.10	9606	484	484	37	1247	3
SRR13439799.12672	NC_000023.11	9606	484	484	37	1247	3
SRR13439799.12691	NC_000007.14	9606	169	0	28	1053	1
SRR13439799.12689	NC_000019.10	9606	169	169	28	1070	2
SRR13439799.12689	NC_000008.11	9606	169	169	28	1070	2
SRR13439799.12840	unclassified	0	0	0	0	1099	1
SRR13439799.12873	unclassified	0	0	0	0	1227	1
SRR13439799.12732	unclassified	0	0	0	0	1216	1
SRR13439799.12749	NC_000012.12	9606	64	0	23	1174	1
SRR13439799.12818	NC_000008.11	9606	676	676	41	1121	2
SRR13439799.12818	NC_000009.12	9606	676	676	41	1121	2
SRR13439799.12846	unclassified	0	0	0	0	1113	1
SRR13439799.12782	unclassified	0	0	0	0	1065	1
SRR13439799.12823	NC_000012.12	9606	100	64	25	1400	1
SRR13439799.12712	unclassified	0	0	0	0	1070	1
SRR13439799.12905	NC_000015.10	9606	100	100	25	1066	3
SRR13439799.12905	NC_000018.10	9606	100	100	25	1066	3
SRR13439799.12905	NC_000006.12	9606	100	100	25	1066	3
SRR13439799.12945	cid|1618207	1618207	100	0	25	1058	1
SRR13439799.12976	NC_000017.11	9606	64	0	23	1121	1
SRR13439799.12915	unclassified	0	0	0	0	1483	1
SRR13439799.13002	unclassified	0	0	0	0	1354	1
SRR13439799.13167	unclassified	0	0	0	0	1058	1
SRR13439799.13052	NC_000012.12	9606	64	0	23	1218	1
SRR13439799.13024	unclassified	0	0	0	0	1233	1
SRR13439799.13038	NC_000021.9	9606	121	0	26	1207	1
SRR13439799.13119	cid|461876	461876	64	0	23	1293	1
SRR13439799.13173	NC_000012.12	9606	100	0	25	1110	1
SRR13439799.13111	unclassified	0	0	0	0	1044	1
SRR13439799.13006	unclassified	0	0	0	0	1363	1
SRR13439799.13045	unclassified	0	0	0	0	1051	1
SRR13439799.13030	NC_000016.10	9606	64	0	23	1055	1
SRR13439799.13178	unclassified	0	0	0	0	1069	1
SRR13439799.13179	NC_000011.10	9606	144	81	27	1267	1
SRR13439799.13199	unclassified	0	0	0	0	1297	1
SRR13439799.13223	unclassified	0	0	0	0	1146	1
SRR13439799.13215	NC_000014.9	9606	81	81	24	1301	3
SRR13439799.13215	NC_000001.11	9606	81	81	24	1301	3
SRR13439799.13215	NC_000005.10	9606	81	81	24	1301	3
SRR13439799.13229	NC_000023.11	9606	1445	289	81	1046	1
SRR13439799.13292	NC_000002.12	9606	64	0	23	1003	1
SRR13439799.13231	unclassified	0	0	0	0	1434	1
SRR13439799.13308	unclassified	0	0	0	0	1251	1
SRR13439799.13256	NC_000005.10	9606	81	0	24	1820	1
SRR13439799.13343	species	9606	324	0	33	1092	1
SRR13439799.13317	NC_000001.11	9606	256	256	31	1479	2
SRR13439799.13317	NC_000015.10	9606	256	256	31	1479	2
SRR13439799.13381	unclassified	0	0	0	0	1093	1
SRR13439799.13347	NC_000008.11	9606	1681	0	56	1107	1
SRR13439799.13421	unclassified	0	0	0	0	1362	1
SRR13439799.13327	NC_000023.11	9606	144	144	27	1278	2
SRR13439799.13327	NC_000002.12	9606	144	144	27	1278	2
SRR13439799.12607	unclassified	0	0	0	0	1214	1
SRR13439799.13471	unclassified	0	0	0	0	1006	1
SRR13439799.13489	unclassified	0	0	0	0	1293	1
SRR13439799.13488	unclassified	0	0	0	0	1111	1
SRR13439799.13426	unclassified	0	0	0	0	1008	1
SRR13439799.13434	unclassified	0	0	0	0	1177	1
SRR13439799.13495	unclassified	0	0	0	0	1436	1
SRR13439799.13504	NC_000021.9	9606	64	0	23	1114	1
SRR13439799.13524	NC_000003.12	9606	64	0	23	1078	1
SRR13439799.13519	unclassified	0	0	0	0	1715	1
SRR13439799.13624	unclassified	0	0	0	0	1042	1
SRR13439799.13695	unclassified	0	0	0	0	1412	1
SRR13439799.13643	unclassified	0	0	0	0	1186	1
SRR13439799.13599	unclassified	0	0	0	0	1404	1
SRR13439799.13664	unclassified	0	0	0	0	1012	1
SRR13439799.13773	NC_000015.10	9606	169	64	28	1244	1
SRR13439799.13757	NC_023423.1	1450746	64	0	23	1198	1
SRR13439799.13775	NC_000006.12	9606	121	121	26	1461	3
SRR13439799.13775	NC_000010.11	9606	121	121	26	1461	3
SRR13439799.13775	NC_000023.11	9606	121	121	26	1461	3
SRR13439799.13766	NC_000010.11	9606	196	196	29	1342	3
SRR13439799.13766	NC_000001.11	9606	196	196	29	1342	3
SRR13439799.13766	NC_000012.12	9606	196	196	29	1342	3
SRR13439799.13690	unclassified	0	0	0	0	1215	1
SRR13439799.13816	unclassified	0	0	0	0	1046	1
SRR13439799.13806	NC_000006.12	9606	64	0	23	1792	1
SRR13439799.13832	NC_000004.12	9606	225	81	30	1311	1
SRR13439799.13565	NC_000004.12	9606	64	0	23	1308	1
SRR13439799.13837	unclassified	0	0	0	0	1732	1
SRR13439799.13820	NC_000003.12	9606	361	0	34	1836	1
SRR13439799.13852	unclassified	0	0	0	0	1078	1
SRR13439799.13853	unclassified	0	0	0	0	1092	1
SRR13439799.13866	unclassified	0	0	0	0	1215	1
SRR13439799.13882	NC_000008.11	9606	121	0	26	1075	1
SRR13439799.13873	NC_000023.11	9606	100	100	25	1310	5
SRR13439799.13873	NC_000005.10	9606	100	100	25	1310	5
SRR13439799.13873	NC_000024.10	9606	100	100	25	1310	5
SRR13439799.13873	NT_187667.1	9606	100	100	25	1310	5
SRR13439799.13873	NT_187634.1	9606	100	100	25	1310	5
SRR13439799.14028	unclassified	0	0	0	0	1135	1
SRR13439799.14009	unclassified	0	0	0	0	1009	1
SRR13439799.13892	cid|62322	62322	64	0	23	1678	1
SRR13439799.13908	species	9606	121	0	26	1920	1
SRR13439799.14057	unclassified	0	0	0	0	1992	1
SRR13439799.13983	NC_000022.11	9606	81	0	24	1145	1
SRR13439799.14052	NC_002023.1	211044	6385	0	234	1042	1
SRR13439799.13912	NC_000023.11	9606	81	0	24	1067	1
SRR13439799.13958	NC_000002.12	9606	169	169	28	1200	2
SRR13439799.13958	NW_011332690.1	9606	169	169	28	1200	2
SRR13439799.14076	NC_000023.11	9606	64	0	23	1276	1
SRR13439799.14085	NC_000005.10	9606	64	0	23	1550	1
SRR13439799.14101	NC_000023.11	9606	324	0	33	1007	1
SRR13439799.14088	unclassified	0	0	0	0	1270	1
SRR13439799.14074	unclassified	0	0	0	0	2213	1
SRR13439799.14118	unclassified	0	0	0	0	1226	1
SRR13439799.14120	unclassified	0	0	0	0	1102	1
SRR13439799.14126	NC_000001.11	9606	81	0	24	1136	1
SRR13439799.14086	NC_000004.12	9606	121	100	26	1879	1
SRR13439799.14169	unclassified	0	0	0	0	1282	1
SRR13439799.14181	unclassified	0	0	0	0	1086	1
SRR13439799.14186	unclassified	0	0	0	0	1155	1
SRR13439799.14109	NC_000003.12	9606	100	81	25	2146	1
SRR13439799.14225	unclassified	0	0	0	0	1183	1
SRR13439799.14264	unclassified	0	0	0	0	1088	1
SRR13439799.14291	unclassified	0	0	0	0	1454	1
SRR13439799.14234	unclassified	0	0	0	0	1052	1
SRR13439799.14233	unclassified	0	0	0	0	1580	1
SRR13439799.14239	unclassified	0	0	0	0	1033	1
SRR13439799.14192	NC_000011.10	9606	225	81	30	2363	1
SRR13439799.13967	NC_002019.1	211044	5019	0	230	2446	1
SRR13439799.14293	NC_000001.11	9606	121	0	26	1366	1
SRR13439799.14217	NC_000012.12	9606	181	169	49	1236	1
SRR13439799.13520	NC_000004.12	9606	144	144	27	1809	5
SRR13439799.13520	NC_000023.11	9606	144	144	27	1809	5
SRR13439799.13520	NC_000001.11	9606	144	144	27	1809	5
SRR13439799.13520	NC_000019.10	9606	144	144	27	1809	5
SRR13439799.13520	NC_000007.14	9606	144	144	27	1809	5
SRR13439799.14282	unclassified	0	0	0	0	1092	1
SRR13439799.14318	NC_000012.12	9606	64	0	23	1152	1
SRR13439799.14332	cid|259354	259354	64	0	23	1244	1
